orphaID	label	genes	n_genes	description	roots
Orphanet:447731	NIK deficiency	MAP3K14	1	A rare, genetic, primary combined T and B cell immunodeficiency characterized by recurrent, severe viral and bacterial infections. Immunologic findings include decreased immunoglobulin levels, decreased numbers of B and NK cells, reduced relative CD19+ B cells in peripheral blood, impaired memory responses to viral infections and defective antigen-specific T-cell proliferation.	Rare genetic immune disease
Orphanet:447737	DOCK2 deficiency	DOCK2	1	A rare, primary combined T and B cell immunodeficiency characterized by early-onset of recurrent, invasive viral and bacterial infections associated with T and B cell lymphopenia, functional defects in T and B cells, poor antibody response and thrombocytopenia. Depending on the type of infectious agent, variable clinical manifestations commonly include recurrent pneumonia, bronchiolitis, otitis media, meningoencephalitis, colitis, and diarrhea, leading to fatal multiorgan failure in severe cases.	Rare genetic immune disease
Orphanet:447740	Susceptibility to localized juvenile periodontitis	FPR1	1	NA	Rare genetic immune disease
Orphanet:447877	Polymerase proofreading-related adenomatous polyposis	POLE;POLD1	2	NA	Rare genetic gastroenterological disease;Inherited cancer-predisposing syndrome;Rare genetic tumor
Orphanet:447896	Tremor-ataxia-central hypomyelination syndrome	POLR3A	1	NA	Rare genetic eye disease;Rare genetic neurological disorder
Orphanet:447893	Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	POLR3A	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:447792	Hemochromatosis type 5	BMP6	1	NA	Rare genetic hepatic disease;Rare inborn errors of metabolism
Orphanet:447795	Lipoyl transferase 2 deficiency	LIPT2	1	NA	
Orphanet:447784	Mitochondrial pyruvate carrier deficiency	MPC1	1	NA	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:447757	Autosomal dominant spastic paraplegia type 9B	ALDH18A1	1	NA	Rare genetic neurological disorder
Orphanet:447753	Autosomal dominant spastic paraplegia type 9A	ALDH18A1	1	NA	Rare genetic eye disease;Rare genetic neurological disorder
Orphanet:447760	Autosomal recessive spastic paraplegia type 9B	ALDH18A1	1	NA	Rare genetic neurological disorder
Orphanet:413667	NA	CYP2C19;CYP2D6	2	NA	NA
Orphanet:413674	NA	CYP2C9;CYP4F2;VKORC1	3	NA	NA
Orphanet:413681	NA	CYP2C9	1	NA	NA
Orphanet:413684	NA	VKORC1	1	NA	NA
Orphanet:413687	NA	NUDT15;TPMT	2	NA	NA
Orphanet:413690	OBSOLETE: Methotrexate toxicity or dose selection	MTHFR;SLC19A1;GGH	3	NA	NA
Orphanet:413693	NA	BCHE	1	NA	NA
Orphanet:413696	NA	SLCO1B1	1	NA	NA
Orphanet:412066	PRKAR1B-related neurodegenerative dementia with intermediate filaments	PRKAR1B	1	PRKAR1B-related neurodegenerative dementia with intermediate filaments is a rare, genetic neurodegenerative disease characterized by dementia and mild parkinsonism with poor levodopa response. Presenting clinical manifestations are memory problems, short attention span, disorientation, language impairment, rigidity, bradykinesia, postural instability and behavioral changes, including apathy, anxiety and delusions.	Rare genetic neurological disorder
Orphanet:412057	Autosomal recessive cerebellar ataxia due to STUB1 deficiency	STUB1	1	A rare hereditary ataxia characterized by progressive truncal and limb ataxia resulting in gait instability. Dysarthria, dysphagia, nystagmus, spasticity of the lower limbs, mild peripheral sensory neuropathy, cognitive impairment and accelerated ageing have also been associated.	Rare genetic neurological disorder
Orphanet:412181	Epidermolysis bullosa simplex due to BP230 deficiency	DST	1	Epidermolysis bullosa simplex due to BP230 deficiency is a rare, hereditary, basal epidermolysis bullosa simplex characterized by mild, predominantly acral, trauma-induced skin fragility, resulting in blisters. Blisters mostly affect the feet, including the dorsal side, and are often several centimetres big.	Rare genetic skin disease
Orphanet:412069	AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome	AHDC1	1	A rare, syndromic intellectual disability characterized by hypotonia, developmetal delay, absent or severly delayed speech development, intellectual disability, obstructive sleep apnea, mild dysmorphic facial features and behavioral abnormalities. Epilepsy, ataxia and nystagmus have also been reported.	Rare genetic neurological disorder
Orphanet:412189	Epidermolysis bullosa simplex due to exophilin 5 deficiency	EXPH5	1	Epidermolysis bullosa simplex due to exophilin 5 deficiency is a rare, hereditary, basal epidermolysis bullosa simplex characterized by mild, generalized trauma-induced scale crusts and intermittent blistering, sometimes combined with erosions and bleeding, recovering with slight scarring and post-inflammatory hyperpigmentation. Clinical symptoms improve with age.	Rare genetic skin disease
Orphanet:412206	Primary failure of tooth eruption	PTH1R	1	NA	Rare genetic odontologic disease
Orphanet:420179	Malan overgrowth syndrome	NFIX	1	Malan overgrowth syndrome is a multiple congenital anomalies syndrome characterized by moderate postnatal overgrowth, macrocephaly, craniofacial dysmorphism (including high forehead and anterior hairline, downslanting palpebral fissures, prominent chin), developmental delay, and intellectual disability. Additional variable manifestations include unusual behavior, with or without autistic traits, as well as ocular (e.g. strabismus, nystagmus, optic disc pallor/hypoplasia), gastrointestinal (e.g. vomiting, chronic diarrhea, constipation), musculoskeletal (e.g. scoliosis and pectus excavatum), hand/foot (e.g. long, tapered fingers) and central nervous system (e.g. slightly enlarged ventricles) anomalies.	Rare genetic developmental defect during embryogenesis
Orphanet:414750	NA	HLA-A;HLA-B	2	NA	NA
Orphanet:420702	Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	CSF3R	1	 gene. Full maturation of all three lineages in the bone marrow and refractoriness to in vivo rhG-CSF treatment are associated.	Rare genetic immune disease
Orphanet:420728	Combined oxidative phosphorylation defect type 20	VARS2	1	Combined oxidative phosphorylation defect type 20 is a rare mitochondrial oxidative phosphorylation disorder characterized by variable combination of psychomotor delay, hypotonia, muscle weakness, seizures, microcephaly, cardiomyopathy and mild dysmorphic facial features. Variable types of structural brain anomalies have also been reported. Biochemical studies typically show decreased activity of mitochondrial complexes (mainly complex I).	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:420733	Combined oxidative phosphorylation defect type 21	TARS2	1	Combined oxidative phosphorylation defect type 21 is a rare mitochondrial disease characterized by axial hypotonia with limb hypertonia, developmental delay, hyperlactatemia, central nervous system anomalies visible on magnetic resonance imaging (e.g. corpus callosum hypoplasia, lesions of the globus pallidus) and multiple deficiency of the mitochondrial respiratory chain complexes in muscle tissue, but not in fibroblasts or liver.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:420741	RIDDLE syndrome	RNF168	1	A rare, genetic, primary immunodeficiency disorder characterized by increased radiosensitivity(R), mild immunodeficiency (ID), dysmorphic features (D), and learning difficulties (LE).	Rare genetic neurological disorder;Rare genetic immune disease
Orphanet:420492	Adult-onset cervical dystonia, DYT23 type	CIZ1	1	A rare, genetic, isolated dystonia characterized by adult-onset, non-progressive, focal cervical dystonia typically manifesting with torticollis and occasionally accompanied by mild head tremor and essential-type limb tremor.	Rare genetic neurological disorder
Orphanet:420485	Cranio-cervical dystonia with laryngeal and upper-limb involvement	ANO3	1	Cranio-cervical dystonia with laryngeal and upper-limb involvement is a rare genetic, isolated dystonia characterized by a variable combination of cervical dystonia with tremor, blepharospasm, oromandibular and laryngeal dystonia. Dystonia progresses slowly and might spread to become segmental. Arm tremor and myoclonic jerks in the arms or neck have also been reported.	Rare genetic neurological disorder
Orphanet:420429	Glycogen storage disease due to acid maltase deficiency, late-onset	GAA	1	Glycogen storage disease due to acid maltase deficiency, late onset (AMDL), a form of Glycogen storage disease due to acid maltase deficiency (AMD), a degenerative metabolic myopathy particularly affecting respiratory and skeletal muscles, is characterized by an accumulation of glycogen in lysosomes.	Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:420611	Transient myeloproliferative syndrome	GATA1	1	NA	
Orphanet:420584	Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	GLI2	1	Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome is a rare, genetic developmental defect during embryogenesis disorder characterized primarily by congenital hypopituitarism and/or postaxial polydactyly. It can be associated with short stature, delayed bone age, hypogonadotropic hypogonadism, and/or midline facial defects (e.g. hypotelorism, mild midface hypoplasia, flat nasal bridge, and cleft lip and/or palate). Hypoplastic anterior pituitary and ectopic posterior pituitary lobe are frequent findings on MRI examination.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic endocrine disease
Orphanet:420699	Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency	CXCR2	1	.	Rare genetic immune disease
Orphanet:420686	Woolly hair-palmoplantar keratoderma syndrome	KANK2	1	Woolly hair-palmoplantar keratoderma syndrome is a very rare, hereditary epidermal disorder characterized by hypotrichosis/woolly scalp hair, sparse body hair, eyelashes and eyebrows, leukonychia, and striate palmoplantar keratoderma (more severe on the soles than the palms), which progressively worsens with age. Pseudo ainhum of the fifth toes was also reported. Although woolly hair-palmoplantar keratoderma syndrome shares clinical similarities with both Naxos disease and Carvajal syndrome, cardiomyopathy is notably absent.	Rare genetic skin disease
Orphanet:420561	Temple-Baraitser syndrome	KCNH1	1	Temple-Baraitser syndrome is a rare developmental anomalies syndrome characterized by severe intellectual disability and distal hypoplasia of digits, particularly of thumbs and halluces, with nail aplasia or hypoplasia. Facial dysmorphism with a pseudo-myopathic appearance has been reported, which may include high anterior hairline or low frontal hairline with central cowlick, flat forehead, ptosis, hypertelorism, downslanting palpebral fissures, epicanthal folds, ears with thick helices, broad depressed nasal bridge with anteverted nares, short columella, long philtrum, high-arched palate, broad mouth with thick vermilion border of the upper or the lower lip and downturned corners. Marked hypotonia, seizures and global developmental delay have been reported, associated with autistic spectrum disorder manifestations in some patients.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic skin disease
Orphanet:420573	Severe combined immunodeficiency due to CTPS1 deficiency	CTPS1	1	Severe combined immunodeficiency (SCID) due to CTPS1 deficiency is a rare primary immunodeficiency disorder due to impaired capacity of activated T- and B-cells to proliferate in response to antigen receptor-mediated activation characterized by early-onset, severe, persistent and/or recurrent viral infections due to Epstein-Barr virus (EBV) and Varicella Zoster virus (VZV, including generalized varicella)), as well as recurrent sino-pulmonary bacterial infections due to encapsulated pathogens.	Rare genetic immune disease
Orphanet:420566	Bleeding disorder due to CalDAG-GEFI deficiency	RASGRP2	1	Bleeding disorder due to CalDAG-GEFI deficiency is a rare hematologic disease due to defective platelet function and characterized by mucocutaneous bleeding starting in infancy (around 18 months of age), presenting with prolonged and severe epistaxis, hematomas and bleeding after tooth extraction. Massive menorrhagia and chronic anemia have also been reported.	Rare genetic hematologic disease
Orphanet:423461	Mucolipidosis type III alpha/beta	GNPTAB	1	Mucolipidosis III alpha/beta (MLIII alpha/beta) is a lysosomal disorder characterized by progressive slowing of the growth rate from early childhood, stiffness and pain in joints, gradual coarsening of facial features, moderate developmental delay and mild intellectual disability in most patients.	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:423470	Mucolipidosis type III gamma	GNPTG	1	Mucolipidosis type III gamma (ML 3 gamma) is a very rare lysosomal disease, that has most often been observed in the Middle East, characterized by a progressive slowing of the growth rate in early childhood; stiffness and pain in shoulders, hips, and finger joints; a gradual, mild coarsening of facial features; and by a slower progression, milder clinical course and longer life expectancy than that seen in mucolipidosis type II and mucolipidosis type III alpha/beta. Cognitive function is normal or only slightly impaired and retinitis pigmentosa has been reported in a few patients. Many survive into early adulthood, but ultimately succumb to cardiorespiratory insufficiency.	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:423454	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	GRHL2	1	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome is a rare genetic ectodermal dysplasia syndrome characterized by short stature, nail dystrophy and/or nail loss, oral mucosa and/or tongue hyperpigmentation, dentition abnormalities (delayed teeth eruption, hypodontia, enamel hypoplasia), keratoderma on the margins of the palms and soles and focal hyperkeratosis on the dorsum of the hands and feet. Additionally, dysphagia with esophageal strictures, sensorineural deafness, bronchial asthma and severe iron-deficiency anemia have been observed.	Rare genetic skin disease;Rare genetic developmental defect during embryogenesis
Orphanet:423384	Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency	JAGN1	1	 gene. Mild facial dysmorphism (i.e. triangular face), short stature, failure to thrive, hypothyroidism, developmental delay, pancreatic insufficiency and coractation of aorta, as well as bone and urogenital abnormalities, may also be associated.	Rare genetic immune disease
Orphanet:423296	Spinocerebellar ataxia type 38	ELOVL5	1	Spinocerebellar ataxia type 38 (SCA38) is a subtype of autosomal dominant cerebellar ataxia type 3 characterized by the adult-onset (average age: 40 years) of truncal ataxia, gait disturbance and gaze-evoked nystagmus. The disease is slowly progressive with dysarthria and limb ataxia following. Additional manifestations include diplopia and axonal neuropathy.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:423306	Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome	QARS	1	Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome is a rare genetic malformation syndrome with short stature characterized by postnatal microcephaly, failure to thrive and short stature, global developmental delay and intellectual disability, hypotonia, dysmorphic features (short nose, depressed nasal bridge, low set ears, short neck, clinodactyly and cutaneous syndactyly of T2-3 at birth and broad forehead, midface retrusion, epicanthal folds, laterally sparse eyebrows, short nose, long philtrum, widely spaced teeth, micrognathia and coarsening of facial features later in life). Other associated features include postnatal transient generalized edema, myopia, strabismus, hypothyroidism.	Rare genetic developmental defect during embryogenesis
Orphanet:423479	X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome	PRPS1	1	#945;-fetoprotein and intrauterine growth restriction is observed in routine pregnancy examination.	Rare inborn errors of metabolism;Rare genetic neurological disorder;Rare genetic eye disease
Orphanet:422526	Hereditary clear cell renal cell carcinoma	OGG1;DIRC2;FLCN;RNF139;FHIT;HSPBAP1;DIRC3	7	Hereditary clear cell renal cell carcinoma (ccRCC) is a hereditary renal cancer syndrome defined as development of ccRCC in two or more family members without evidence of constitutional chromosome 3 translocation, von Hippel-Lindau disease or other tumor predisposing syndromes associated with ccRCC, such as tuberous sclerosis or Birt-Hogg-Dubbé syndrome.	Inherited cancer-predisposing syndrome
Orphanet:423275	Spinocerebellar ataxia type 40	CCDC88C	1	Spinocerebellar ataxia type 40 (SCA40) is a very rare subtype of autosomal dominant cerebellar ataxia type 1, characterized by the adult-onset of unsteady gait and dysarthria, followed by wide-based gait, gait ataxia, ocular dysmetria, intention tremor, scanning speech, hyperreflexia and dysdiadochokinesis.	Rare genetic neurological disorder
Orphanet:424107	Congenital myopathy with myasthenic-like onset	RYR1	1	Congenital myopathy with myasthenic-like onset is a rare, genetic, non-dystrophic myopathy characterized by fatigable muscle weakness associated with congenital myopathy. Patients present with axial hypotonia, myopathic facies with fatigable ptosis, feeding difficulties, delayed gross motor development and proximal limb weakness with a RYR1-related typical pattern of muscle involvement (i.e. severe involvement of the soleus muscle and sparring of the rectus femoris, sartorius, gracilis and semitendinous muscles). Scoliosis and frequent respiratory tract infections are additional observed features.	Rare genetic neurological disorder
Orphanet:424099	Colobomatous microphthalmia-rhizomelic dysplasia syndrome	MAB21L2	1	Colobomatous microphthalmia-rhizomelic dysplasia syndrome is a rare, genetic developmental defect during embryogenesis characterized by a range of developmental eye anomalies (including anophthalmia, microphthalmia, colobomas, microcornea, corectopia, cataract) and symmetric limb rhizomelia with short stature and contractures of large joints. Intellectual disability with autistic features, macrocephaly, dysmorphic features, urogenital anomalies (hypospadia, cryptorchidism), cutaneous syndactyly and precocious puberty may also be present.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic eye disease
Orphanet:424261	Autosomal recessive limb-girdle muscular dystrophy type 2Y	TOR1AIP1	1	A form of limb-girdle muscular dystrophy, presenting in the first or second decades of life, characterized by slowly progressive proximal and distal muscle weakness and atrophy. Additional manifestations include contractures of the proximal and distal interphalangeal hand joints, rigid spine, restricted pulmonary function, and mild cardiomyopathy.	Rare genetic neurological disorder
Orphanet:424027	Progressive myoclonic epilepsy type 8	CERS1	1	A rare, genetic, neurological disorder characterized by childhood to adolescent-onset of action myoclonus, generalized tonic-clonic seizures, and slowly progressive, moderate to severe cognitive impairment that may lead to dementia. EEG reveals progressive slowing of background activity and epileptic abnormalities and brain MRI shows cerebellar and brainstem atrophy.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:423894	Microcephaly-complex motor and sensory axonal neuropathy syndrome	VRK1	1	Microcephaly-complex motor and sensory axonal neuropathy syndrome is an extremely rare subtype of hereditary motor and sensory neuropathy characterized by severe, rapidly-progressing, distal, symmetric polyneuropathy and microcephaly (which can be evident in utero) with intact cognition. Clinically it presents with delayed motor development, hypotonia, absent or reduced deep tendon reflexes, progressive muscle wasting and weakness and scoliosis.	Rare genetic neurological disorder
Orphanet:425120	STING-associated vasculopathy with onset in infancy	TMEM173	1	STING-associated vasculopathy with onset in infancy (SAVI) is a rare, genetic autoinflammatory disorder, type I interferonopathy due to constitutive STING (STimulator of INterferon Genes) activation, characterized by neonatal or infantile onset systemic inflammation and small vessel vasculopathy resulting in severe skin, pulmonary and joint lesions. Patients present with intermittent low-grade fever, recurrent cough and failure to thrive, in association with progressive interstitial lung disease, polyarthritis and violaceous scaling lesions on fingers, toes, nose, cheeks, and ears (which are exacerbated by cold exposure) that often progress to chronic acral ulceration, necrosis and autoamputation.	Rare genetic systemic or rheumatologic disease;Rare genetic immune disease
Orphanet:431361	Progressive encephalopathy with leukodystrophy due to DECR deficiency	NADK2	1	Progressive encephalopathy with leukodystrophy due to DECR deficiency is a rare mitochondrial disease, which presents with neonatal hypotonia, central nervous system abnormalities (ventriculomegaly, corpus callosum hypoplasia, cerebellar atrophy), acquired microcephaly, failure to thrive, developmental delay and intermittent lactic acidosis provoked by catabolic stress (e.g. infection). Hyperlysinemia and elevated C10:2 carnitine can be detected in plasma. Later on, epilepsy, cerebellar ataxia, renal tubular acidosis, severe encephalopathy, dystonia, spastic quadriplegia and other complications may develop.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:431272	X-linked scapuloperoneal muscular dystrophy	FHL1	1	A rare, genetic, muscular dystrophy disease characterized by the co-occurrence of late onset scapular and peroneal muscle weakness, principally manifesting with distal lower limb and proximal upper limb weakness and scapular winging.	Rare genetic neurological disorder
Orphanet:431329	Autosomal recessive spastic paraplegia type 57	TFG	1	 gene (3q12.2) encoding protein TFG, which is thought to play a role in ER microtubular architecture and function.	Rare genetic neurological disorder;Rare genetic eye disease
Orphanet:431255	Scapuloperoneal spinal muscular atrophy	TRPV4	1	A rare, genetic motor neuron disease characterized by predominantly motor axonal peripheral neuropathy manifesting with progressive scapuloperoneal muscular atrophy and weakness, laryngeal palsy, congenital absence of muscles, and, in some, skeletal abnormalities.	Rare genetic neurological disorder
Orphanet:431149	Combined immunodeficiency due to OX40 deficiency	TNFRSF4	1	Combined immunodeficiency due to OX40 deficiency is a rare combined T and B cell immunodeficiency characterized by susceptibility to develop an aggressive, childhood-onset, disseminated, cutaneous and systemic Kaposi sarcoma.	Rare genetic immune disease
Orphanet:431166	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	IFNAR2;STAT2	2	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection is a rare primary immunodeficiency due to a defect in innate immunity disorder characterized by selective susceptibility to viral infections, particularly after systemic challenge with live viral vaccines, such as the measles, mumps and rubella (MMR) vaccine. Patients present severe, potentially fatal, manifestations to viral illness, including encephalitis, hepatitis and pneumonitis.	Rare genetic immune disease
Orphanet:435438	Progressive myoclonic epilepsy type 7	KCNC1	1	A rare, genetic, neurological disorder characterized by childhood to adolescent onset of progressive myoclonus (which becomes very severe and results in major motor impediment) associated with infrequent tonic-clonic seizures, and, occasionally, ataxia. Learning disability prior to seizure onset and mild cognitive decline may be associated.	Rare genetic neurological disorder
Orphanet:435387	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	VCP	1	A rare, axonal hereditary motor and sensory neuropathy characterized by progressive distal muscle weakness and atrophy of variable onset and severity. Patients present with postural instability, gait and running difficulties, decreased deep tendon reflexes, foot deformities, fine motor impairment, and distal sensory impairment. Dysarthria, dysphagia, and mild cognitive and behavioral abnormalities have also been reported.	Rare genetic neurological disorder
Orphanet:434179	Orofaciodigital syndrome type 14	C2CD3	1	 mutations, characterized by severe microcephaly, trigonocephaly, severe intellectual disability and micropenis, in addition to oral, facial and digital malformations (gingival frenulae, lingual hamartomas, cleft/lobulated tongue, cleft palate, telecanthus, up-slanting palpebral fissures, microretrognathia, postaxial polydactyly of hands and duplication of hallux). Corpus callosum agenesis and vermis hypoplasia with molar tooth sign, on brain imaging, are also associated.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:504523	Severe combined immunodeficiency due to LAT deficiency	LAT	1	NA	Rare genetic immune disease
Orphanet:504530	Combined immunodeficiency due to Moesin deficiency	MSN	1	NA	Rare genetic immune disease
Orphanet:26793	Very long chain acyl-CoA dehydrogenase deficiency	ACADVL	1	Very long-chain acyl-CoA dehydrogenase (VLCAD) deficiency (VLCADD) is an inherited disorder of mitochondrial long-chain fatty acid oxidation with a variable presentation including: cardiomyopathy, hypoketotic hypoglycemia, liver disease, exercise intolerance and rhabdomyolysis.	Rare genetic cardiac disease;Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:29072	Hereditary pheochromocytoma-paraganglioma	KIF1B;MDH2;RET;SDHA;SDHB;SDHC;SDHD;FH;SDHAF2;TMEM127;MAX;VHL	12	Hereditary paraganglioma-pheochromocytomas (PGL/PCC) are rare neuroendocrine tumors represented by paragangliomas (occurring in any paraganglia from the skull base to the pelvic floor) and pheochromocytomas (adrenal medullary paragangliomas; see this term).	Rare genetic endocrine disease;Rare genetic tumor;Rare genetic renal disease
Orphanet:28378	Tyrosinemia type 2	TAT	1	Tyrosinemia type 2 is an inborn error of tyrosine metabolism characterized by hypertyrosinemia with oculocutaneous manifestations and, in some cases, intellectual deficit.	Rare inborn errors of metabolism;Rare genetic eye disease;Rare genetic skin disease
Orphanet:29073	Multiple myeloma	CCND1	1	Multiple myeloma (MM) is a malignant tumor of plasma cell characterized by overproduction of abnormal plasma cells in the bone marrow and skeletal destruction. The clinical features are bone pain, renal impairment, immunodeficiency, anemia and presence of abnormal immunoglobulins (Ig).	
Orphanet:30391	Isolated biliary atresia	GPC1	1	Biliary atresia is a rare, progressive obliterative cholangiopathy of the extrahepatic bile ducts, occuring in the embryonic/ perinatal period, leading to severe and persistent jaundice and acholic stool with an unfavorable course in the absence of treatment.	Rare genetic developmental defect during embryogenesis
Orphanet:320	Apparent mineralocorticoid excess	HSD11B2	1	A rare form of pseudohyperaldosteronism characterized by very early-onset and severe hypertension, associated with low renin levels and hypoaldosteronism.	Rare genetic endocrine disease;Rare genetic renal disease
Orphanet:230	Dopamine beta-hydroxylase deficiency	DBH	1	Dopamine beta-hydroxylase deficiency is an extremely rare genetic metabolic disorder characterized by autonomic dysregulation leading mainly to orthostatic hypotension.	Rare genetic eye disease;Rare genetic developmental defect during embryogenesis;Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:725	Continuous spikes and waves during sleep	GRIN2A;FRRS1L	2	Continuous spikes and waves during sleep (CSWS) is a rare epileptic encephalopathy of childhood characterized by seizures, an electroencephalographic (EEG) pattern of electrical status epilepticus in sleep (ESES) and neurocognitive regression in at least 2 domains of development.	Rare genetic neurological disorder
Orphanet:162	Cataract-glaucoma syndrome	PITX3	1	Cataract-glaucoma syndrome is characterised by the association of total bilateral congenital cataract with the secondary occurrence of glaucoma appearing at ages varying between 10 and 40 years.	Rare genetic eye disease
Orphanet:545	Follicular lymphoma	BCL2;HLA-DRB1;BCL6;IGH	4	Follicular lymphoma is a form of non-Hodgkin lymphoma (see this term) characterized by a proliferation of B cells whose nodular structure of follicular architecture is preserved.	
Orphanet:88	Idiopathic aplastic anemia	PRF1;SBDS;IFNG;TERT;TERC	5	NA	Rare genetic hematologic disease
Orphanet:824	Primary myelofibrosis	JAK2;MPL;TET2;CALR	4	A rare myeloproliferative neoplasm characterized by stem-cell derived clonal over proliferation of mature myeloid lineages, such as erythrocytes, leukocytes, and megakaryocytes, with variable degrees of megakaryocyte atypia, associated with reticulin and/or collagen bone marrow fibrosis, osteosclerosis, ineffective erythropoiesis, angiogenesis, extramedullary hematopoiesis, and abnormal cytokine expression.	Rare genetic hematologic disease
Orphanet:729	Polycythemia vera	JAK2;MPL;TET2	3	Polycythemia vera (PV) is an acquired myeloproliferative disorder characterized by an elevated absolute red blood cell mass caused by uncontrolled red blood cell production, frequently associated with uncontrolled white blood cell and platelet production.	
Orphanet:25980	X-linked myopathy with excessive autophagy	VMA21	1	X-linked myopathy with excessive autophagy is a childhood-onset X-linked myopathy characterised by slow progression of muscle weakness and unique histopathological findings.	Rare genetic neurological disorder
Orphanet:26106	Hereditary diffuse gastric cancer	CDH1;MAP3K6;CTNNA1	3	 genes. In early stages it presents with non-specific and vague symptoms, in advanced stages it may cause nausea and vomiting, dysphagia, loss of appetite, abdominal mass or weight loss. Women have an increased risk of lobular breast cancer as well.	Rare genetic tumor;Rare genetic gastroenterological disease
Orphanet:26792	Short chain acyl-CoA dehydrogenase deficiency	ACADS	1	Short-chain acyl-CoA dehydrogenase (SCAD) deficiency is a very rare inborn error of mitochondrial fatty acid oxidation characterized by variable manifestations ranging from asymptomatic individuals (in most cases) to those with failure to thrive, hypotonia, seizures, developmental delay and progressive myopathy.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:266	Autosomal dominant limb-girdle muscular dystrophy type 1A	MYOT	1	A rare subtype of autosomal dominant limb girdle muscular dystrophy characterized by an adult onset of proximal shoulder and hip girdle weakness (that later progresses to include distal weakness), nasal speech and dysarthria. Other frequent findings include tightened heel cords, reduced deep-tendon reflexes and elevated creatine kinase serum levels. Respiratory failure, as well as mild facial weakness and dysphagia, may also be observed.	Rare genetic neurological disorder
Orphanet:264	Autosomal dominant limb-girdle muscular dystrophy type 1B	LMNA	1	NA	Rare genetic cardiac disease;Rare genetic neurological disorder;Laminopathy
Orphanet:353	Autosomal recessive limb-girdle muscular dystrophy type 2C	SGCG	1	A subtype of autosomal recessive limb-girdle muscular dystrophy characterized by a childhood onset of progressive shoulder and pelvic girdle muscle weakness and atrophy frequently associated with calf hypertrophy, diaphragmatic weakness, and/or variable cardiac abnormalities. Mild to moderate elevated serum creatine kinase levels and positive Gowers sign are reported.	Rare genetic cardiac disease;Rare genetic neurological disorder
Orphanet:219	Autosomal recessive limb-girdle muscular dystrophy type 2F	SGCD	1	A subtype of autosomal recessive limb-girdle muscular dystrophy characterized by a variable age of onset of progressive weakness and wasting of the proximal skeletal muscles of the shoulder and pelvic girdles, frequently associated with progressive respiratory muscle impairment and cardiomyopathy. Calf hypertrophy, muscle cramps and elevated serum creatine kinase levels are also observed. Neuropsychomotor development is usually normal.	Rare genetic cardiac disease;Rare genetic neurological disorder
Orphanet:119	Autosomal recessive limb-girdle muscular dystrophy type 2E	SGCB	1	A subtype of autosomal recessive limb girdle muscular dystrophy characterized by a childhood to adolescent onset of progressive pelvic- and shoulder-girdle muscle weakness, particularly affecting the pelvic girdle (adductors and flexors of hip). Usually the knees are the earliest and most affected muscles. In advanced stages, involvement of the shoulder girdle (resulting in scapular winging) and the distal muscle groups are observed. Calf hypertrophy, cardiomyopathy, respiratory impairment, tendon contractures, scoliosis, and exercise-induced myoglobinuria may be observed.	Rare genetic cardiac disease;Rare genetic neurological disorder
