,closeness,betweenness,degree,eigenvector
entrez gene/locuslink:854942,0.42592197825623535,2.6574609134723106e-07,4.0,0.0023586478248753583
entrez gene/locuslink:854864,0.4601212865586858,8.057408805361995e-07,9.0,0.005879332882829385
entrez gene/locuslink:851628,0.40021366094678507,7.555461060624779e-07,4.0,0.0015999191650832977
entrez gene/locuslink:855313,0.4507105797428378,7.268017793828016e-07,5.0,0.003626943330141691
entrez gene/locuslink:853363,0.4605809128630705,7.885226369917413e-06,13.0,0.0068148971528512875
entrez gene/locuslink:855123,0.4646871850531049,2.2672723144232264e-06,10.0,0.006289450941598526
entrez gene/locuslink:855140,0.4414494034467521,6.064796560449842e-08,5.0,0.0035196550227363766
entrez gene/locuslink:853724,0.43719912472647704,3.2012106707168096e-06,8.0,0.0033963168376710557
entrez gene/locuslink:852448,0.37427411801436156,8.572335820830706e-07,7.0,0.0016802455009947877
entrez gene/locuslink:853844,0.4479820627802691,3.662349004999094e-07,7.0,0.00397852642630169
entrez gene/locuslink:853510,0.37119147882090664,3.3356519116495204e-06,7.0,0.0016757217683182409
entrez gene/locuslink:854217,0.47639484978540775,4.75384195232102e-06,14.0,0.00900627909338565
entrez gene/locuslink:851574,0.48109800144473874,0.00010438698877923348,45.0,0.010350680429562307
entrez gene/locuslink:851760,0.4489551344468579,1.2962869104521747e-06,6.0,0.004296263481604411
entrez gene/locuslink:854411,0.4510158013544018,2.071487733166479e-06,10.0,0.004754147415267028
entrez gene/locuslink:854413,0.4201892744479495,1.0527271332396887e-06,5.0,0.002739559339493341
entrez gene/locuslink:854500,0.4739838684168907,6.829779894545008e-06,18.0,0.007051798039194448
entrez gene/locuslink:854520,0.4752993418444215,2.059155767947321e-06,9.0,0.007336646055367813
entrez gene/locuslink:854534,0.42558932121556375,3.582034068368382e-07,7.0,0.0029763301356514464
entrez gene/locuslink:854542,0.4719685039370079,8.946988250225448e-05,83.0,0.015104676330296066
entrez gene/locuslink:854548,0.32239672977624784,0.0,1.0,8.415548756807941e-05
entrez gene/locuslink:851637,0.46146739548849025,3.6417064143997576e-06,8.0,0.006169450509596731
entrez gene/locuslink:850626,0.3642440447253282,4.557379628329122e-06,7.0,0.0014003155282592077
entrez gene/locuslink:850780,0.463680668368531,4.3996392339815686e-06,10.0,0.0066002298177228295
entrez gene/locuslink:856253,0.41749669150936825,5.236542141829901e-07,5.0,0.002147010135855678
entrez gene/locuslink:856262,0.4700070571630205,1.3325167031137033e-05,17.0,0.008351010146505383
entrez gene/locuslink:851605,0.4563380281690141,1.4889921497923488e-06,10.0,0.0058562104516564585
entrez gene/locuslink:850777,0.3749765405067251,2.525006087666446e-06,10.0,0.002008603163181039
entrez gene/locuslink:855895,0.427044742091764,2.2942292787374337e-07,5.0,0.0032643839889704494
entrez gene/locuslink:855509,0.4686840253342716,6.320880691281696e-06,33.0,0.013317322326322777
entrez gene/locuslink:851336,0.47601651842439646,2.582393833129434e-05,62.0,0.01902555166846063
entrez gene/locuslink:852911,0.47383399209486166,9.06216387553024e-06,36.0,0.014968623664868137
entrez gene/locuslink:851544,0.47844827586206895,7.972618172341678e-05,61.0,0.011317174246054202
entrez gene/locuslink:856510,0.4546419902912621,5.9314037897190514e-05,30.0,0.004977342759086699
entrez gene/locuslink:856054,0.461183350003847,7.067289386235757e-06,11.0,0.0054983347894910165
entrez gene/locuslink:852476,0.37420402047696344,1.90026539089532e-05,32.0,0.0034445910408058334
entrez gene/locuslink:856156,0.4760921366163622,2.3471915583566523e-05,43.0,0.016005532261265012
entrez gene/locuslink:851739,0.3852927942405348,1.7138631549279944e-06,15.0,0.0034913023854080917
entrez gene/locuslink:855472,0.4700070571630205,1.3703464065093235e-05,12.0,0.007335675039024514
entrez gene/locuslink:851249,0.45453856070372334,8.437651037946083e-06,14.0,0.004854944354718063
entrez gene/locuslink:853344,0.4715971675845791,2.025469449705443e-06,11.0,0.006556512830509248
entrez gene/locuslink:856304,0.4602272727272727,2.914087947626718e-05,21.0,0.0055213704058955475
entrez gene/locuslink:853346,0.44446092243808394,9.21261633597268e-06,14.0,0.0036593413369514966
entrez gene/locuslink:851640,0.4669679027734497,4.203726262380415e-05,18.0,0.006721931916856455
entrez gene/locuslink:852094,0.4232453043355458,7.647079664460866e-06,17.0,0.004981232718376738
entrez gene/locuslink:850869,0.45794178317671325,2.514306518120936e-06,10.0,0.006056173376016886
entrez gene/locuslink:851529,0.4406704896338774,6.0280805240768056e-06,7.0,0.0035192179526326002
entrez gene/locuslink:856221,0.44962868501987846,3.6361038482280736e-05,40.0,0.005912926340641743
entrez gene/locuslink:851644,0.4816005142214366,4.39290803524883e-06,12.0,0.008099483062310005
entrez gene/locuslink:855927,0.4433431952662722,4.033712684386247e-06,9.0,0.0038846447141489796
entrez gene/locuslink:855600,0.4667133847231955,1.5946069668215972e-06,13.0,0.008783057688087926
entrez gene/locuslink:850519,0.4577319587628866,2.0005131432594045e-05,9.0,0.004544345034021284
entrez gene/locuslink:856191,0.4472133104528837,5.108526288583298e-06,13.0,0.004321239638603114
entrez gene/locuslink:851104,0.4694548872180451,7.907347224695555e-06,29.0,0.01302439275522724
entrez gene/locuslink:852846,0.46787916634142535,9.262308783846053e-06,25.0,0.009972348269335133
entrez gene/locuslink:851498,0.4802499799695537,6.858088598532253e-06,26.0,0.013713076742321667
entrez gene/locuslink:852729,0.46515598323762225,1.218726380668288e-06,18.0,0.010381693408786554
entrez gene/locuslink:855257,0.45316398276253117,2.178794159325881e-06,21.0,0.01012883802930779
entrez gene/locuslink:851818,0.46809839906286604,1.4837319917558653e-05,14.0,0.007895195715549894
entrez gene/locuslink:852279,0.37369077306733167,9.168044306598111e-07,5.0,0.0014974981174952831
entrez gene/locuslink:855062,0.39795511884211926,1.7769632774873097e-06,11.0,0.004064674913735568
entrez gene/locuslink:855433,0.3864852666193823,1.1583824878282444e-06,6.0,0.002145880891619501
entrez gene/locuslink:855434,0.3755639097744361,3.249702012882044e-06,19.0,0.002817232919072051
entrez gene/locuslink:855063,0.40847757939212215,1.834410443514938e-06,7.0,0.0023161145444466533
entrez gene/locuslink:853139,0.39346199291059475,5.260727787383878e-06,6.0,0.0015331192115462721
entrez gene/locuslink:851851,0.3994668443852049,0.00014631568805521127,7.0,0.002326414894776245
entrez gene/locuslink:853069,0.35060832943378567,3.6657664640802287e-07,5.0,0.001155109408253484
entrez gene/locuslink:853483,0.3453162806774974,1.9991981199132399e-07,3.0,0.0006719155046057024
entrez gene/locuslink:854048,0.414408185840708,3.803034259094043e-06,12.0,0.0031121182391489143
entrez gene/locuslink:854968,0.3702056698165648,2.822853527675497e-07,4.0,0.0011704972975435841
entrez gene/locuslink:850959,0.3453162806774974,1.9991981199132399e-07,3.0,0.0006719155046057036
entrez gene/locuslink:850926,0.3453162806774974,1.9991981199132399e-07,3.0,0.0006719155046057039
entrez gene/locuslink:850854,0.36349302607640993,3.0724920360821113e-07,5.0,0.0015637088317753916
entrez gene/locuslink:853051,0.4713746461151305,6.176314154771079e-06,38.0,0.01573097898873139
entrez gene/locuslink:856784,0.4778380102040816,1.7866897963993064e-05,38.0,0.01530855826850174
entrez gene/locuslink:854759,0.47368421052631576,4.000576608672466e-06,31.0,0.015230297398183105
entrez gene/locuslink:854551,0.47844827586206895,1.9245823503910753e-05,60.0,0.02191804659794592
entrez gene/locuslink:856415,0.4740213523131673,3.4461238403950443e-06,24.0,0.01306909124451404
entrez gene/locuslink:853700,0.46890401314245483,8.290342884541163e-06,29.0,0.013370211251294471
entrez gene/locuslink:853067,0.39020897077013217,9.316527370510899e-07,3.0,0.001343166627659718
entrez gene/locuslink:851793,0.3349726165195037,7.621322961698267e-08,3.0,0.0004998564766621846
entrez gene/locuslink:851599,0.32595573440643866,8.14335919069206e-09,2.0,0.0002079580577449459
entrez gene/locuslink:850340,0.39166231050705697,0.00013107181536608733,10.0,0.003210767139940264
entrez gene/locuslink:855070,0.3898283038501561,3.097496785171718e-07,10.0,0.00391018461006834
entrez gene/locuslink:855672,0.3595680863827235,2.3880294330530866e-07,6.0,0.0019420353469704887
entrez gene/locuslink:855589,0.4176712424221309,4.870037523791486e-07,5.0,0.0024784774018987324
entrez gene/locuslink:852277,0.4683178373310415,1.0042565770833574e-05,23.0,0.01000066425132009
entrez gene/locuslink:855817,0.35881472612990123,2.1756143809445238e-07,5.0,0.0015640131882871165
entrez gene/locuslink:853224,0.4435072142064373,1.866828523918324e-06,6.0,0.0036579314082931733
entrez gene/locuslink:851128,0.35122465721317236,1.374582650149194e-07,3.0,0.0010948576469366421
entrez gene/locuslink:854414,0.4409298219802854,2.0202564803376376e-06,16.0,0.005460794558728633
entrez gene/locuslink:855878,0.33704453441295545,4.785825214831795e-09,2.0,0.00046974470489263755
entrez gene/locuslink:855444,0.45540191460264395,5.590513280055422e-07,10.0,0.005228838499993927
entrez gene/locuslink:855262,0.4451871657754011,8.650967412424825e-08,5.0,0.003922903852411186
entrez gene/locuslink:853111,0.43375063318619295,1.2883039561641029e-06,8.0,0.0031372515823953513
entrez gene/locuslink:855850,0.40700753717661436,4.921954546406021e-07,5.0,0.002126861892326665
entrez gene/locuslink:856517,0.4557828302030264,1.0001102544951518e-05,31.0,0.00850648037507384
entrez gene/locuslink:856373,0.4539189700870882,1.3250748701383276e-06,12.0,0.00499644721853598
entrez gene/locuslink:853710,0.4187508732709236,1.754832025670807e-05,19.0,0.0036760436198991957
entrez gene/locuslink:852929,0.41395027624309394,1.7035689682755559e-06,12.0,0.0031633387577060398
entrez gene/locuslink:853477,0.4413843888070692,2.9269388880725923e-06,16.0,0.005030942178128496
entrez gene/locuslink:856624,0.3907176846359429,3.638604109603972e-06,15.0,0.0031180369698600944
entrez gene/locuslink:856004,0.44591578634131823,8.303972364682843e-06,16.0,0.003830179382504205
entrez gene/locuslink:853914,0.38733441033925686,2.5824498879090156e-07,7.0,0.0020257651319941267
entrez gene/locuslink:850599,0.40209297645401487,3.7779747396281232e-06,17.0,0.0034115781616779446
entrez gene/locuslink:852271,0.43841427735517846,1.0005857586850798e-05,26.0,0.005144953894978765
entrez gene/locuslink:856282,0.3693615972393394,5.353167909530409e-07,9.0,0.002022110760199018
entrez gene/locuslink:855556,0.4660601819454164,5.384167281838436e-07,9.0,0.006102788105217389
entrez gene/locuslink:855548,0.4676601388780526,2.2541634963840554e-06,12.0,0.007033706279004517
entrez gene/locuslink:852644,0.4612543285879184,1.352155559098064e-07,6.0,0.004979306692018937
entrez gene/locuslink:851600,0.4149245465872906,2.8561729162183336e-06,16.0,0.003421522306480804
entrez gene/locuslink:852912,0.3679106309845323,2.45382477889034e-07,8.0,0.0019321050999420804
entrez gene/locuslink:852153,0.3493210560055947,6.739785585228754e-08,3.0,0.0006455376341954888
entrez gene/locuslink:850550,0.45275322909585314,6.454687723518603e-07,13.0,0.006625940876844417
entrez gene/locuslink:856207,0.4669679027734497,6.435439472478081e-06,26.0,0.008451556381057558
entrez gene/locuslink:853738,0.45450409463148317,2.6869839154997186e-06,14.0,0.004452651858711923
entrez gene/locuslink:850816,0.3468950749464668,3.162472955691675e-06,7.0,0.0008165195080512566
entrez gene/locuslink:853919,0.4508461827754795,2.0465003017679592e-07,7.0,0.004030100314724806
entrez gene/locuslink:856285,0.36831756175494657,5.976102559252647e-07,10.0,0.0021196272321737444
entrez gene/locuslink:854971,0.4324363321549672,1.675007671661339e-05,30.0,0.004638222466390166
entrez gene/locuslink:850683,0.4684276336355111,3.197518413942828e-05,29.0,0.0077384930138983355
entrez gene/locuslink:856247,0.46136083743842365,7.094574322197652e-05,75.0,0.015985793851806315
entrez gene/locuslink:852915,0.4682446683852824,7.134708594061761e-06,17.0,0.006940222176801955
entrez gene/locuslink:856258,0.38023344328850545,1.985374527593682e-06,18.0,0.0033542060568512292
entrez gene/locuslink:855364,0.46274994209835557,8.413062097184551e-07,11.0,0.005838868331553127
entrez gene/locuslink:854962,0.3763420606517235,3.377267286160916e-06,18.0,0.002828503631195944
entrez gene/locuslink:856756,0.4432776216536015,1.2915984838737152e-07,5.0,0.0035235387750805866
entrez gene/locuslink:855671,0.3710076751671206,1.028617231023745e-06,12.0,0.002313198337223232
entrez gene/locuslink:855816,0.38886726352666406,2.195672385878818e-06,19.0,0.003896943780522648
entrez gene/locuslink:851127,0.35844994617868675,2.993917399126034e-07,8.0,0.0014439203908914733
entrez gene/locuslink:850494,0.34432444852941174,9.218265111648393e-07,7.0,0.0008520579198958591
entrez gene/locuslink:855647,0.4718941898913557,2.2423314856142343e-06,14.0,0.006883371073330559
entrez gene/locuslink:855697,0.33139824183114946,4.529984462749409e-09,2.0,0.00027585232741177015
entrez gene/locuslink:853243,0.43296735047674084,4.844467514599751e-05,40.0,0.006303692917984198
entrez gene/locuslink:856171,0.4655895603542023,1.221328496941047e-05,17.0,0.006339161426247328
entrez gene/locuslink:851712,0.4128099173553719,8.891186539233296e-06,19.0,0.0036428269050220413
entrez gene/locuslink:854891,0.40524643364207963,4.325109724945155e-06,13.0,0.0027899471185833325
entrez gene/locuslink:852020,0.39361702127659576,1.8112686406135143e-05,26.0,0.00425620833620708
entrez gene/locuslink:854895,0.45602556299452224,1.3479972986481788e-06,13.0,0.006529385442210121
entrez gene/locuslink:856123,0.4504734706147603,9.992781351396251e-06,19.0,0.004660720426093052
entrez gene/locuslink:853193,0.4423289794111136,1.0837832051203512e-05,32.0,0.006464957728482885
entrez gene/locuslink:853594,0.4484512943288942,1.3070551464280217e-06,12.0,0.0048132013070031395
entrez gene/locuslink:1466452,0.3253188602442334,1.496647593511747e-08,2.0,0.00019418466874622953
entrez gene/locuslink:855400,0.4654810903160674,3.544202553249186e-07,7.0,0.004989504041122231
entrez gene/locuslink:856922,0.39351365546218486,6.451119993537105e-09,3.0,0.0014849881134513894
entrez gene/locuslink:854805,0.4276235999143897,1.3837084111375657e-06,10.0,0.0034872594680603122
entrez gene/locuslink:851157,0.45769700671960906,2.5478949425510066e-06,10.0,0.004759688245353065
entrez gene/locuslink:850717,0.34925999300780797,2.6946751889820924e-07,6.0,0.0008641575518949949
entrez gene/locuslink:852691,0.34942287513116477,4.137574312500494e-07,8.0,0.001085545001013886
entrez gene/locuslink:850438,0.4569642448730655,0.0002750038998683575,15.0,0.00597715273780058
entrez gene/locuslink:851016,0.3441662838768948,7.024347244598883e-08,4.0,0.0006703588890487394
entrez gene/locuslink:856865,0.44962868501987846,4.747098888009519e-06,16.0,0.003975723234100463
entrez gene/locuslink:851582,0.44347440071026933,8.233204235438687e-07,7.0,0.004284320576648918
entrez gene/locuslink:853801,0.46674972745678245,1.3323514155003742e-05,21.0,0.006498730999453203
entrez gene/locuslink:853949,0.45945117277326386,4.322314912720819e-08,5.0,0.004534772257442723
entrez gene/locuslink:856516,0.45282163632242955,3.34274825313398e-07,6.0,0.003814121660818477
entrez gene/locuslink:855947,0.43088203579900797,6.307669775580566e-08,4.0,0.002747893408977032
entrez gene/locuslink:853708,0.4504057709648332,5.154946443485678e-06,9.0,0.004876029799369233
entrez gene/locuslink:854877,0.4466135161314358,1.8912911712916382e-06,16.0,0.004693897543682
entrez gene/locuslink:854403,0.44922431237352917,8.075914029930958e-07,5.0,0.00317479004670308
entrez gene/locuslink:853607,0.46598771670683353,2.650384748085192e-06,11.0,0.006301201870588778
entrez gene/locuslink:855222,0.47477227722772275,9.704700309991086e-06,25.0,0.008787899042851788
entrez gene/locuslink:852588,0.3955391315824205,7.038119185836217e-07,7.0,0.0017084113154749673
entrez gene/locuslink:853336,0.3915343915343915,1.5856992266539492e-05,16.0,0.0021072597055951663
entrez gene/locuslink:853217,0.4654810903160674,6.994229254206923e-07,7.0,0.005951431784463838
entrez gene/locuslink:853972,0.44512104559631666,1.2970036543852565e-05,30.0,0.007163012639755385
entrez gene/locuslink:850687,0.4710782772712983,1.001994511918237e-06,8.0,0.006372675101239034
entrez gene/locuslink:852144,0.42789834380354086,3.9979337863021584e-07,3.0,0.0024370065657740637
entrez gene/locuslink:853995,0.358043127650678,1.4583736548306835e-06,12.0,0.0014849672289388729
entrez gene/locuslink:855304,0.4605809128630705,1.1844388255389797e-06,6.0,0.004475877306413468
entrez gene/locuslink:856261,0.4631432545201669,3.7291466386864626e-06,19.0,0.008137950795872095
entrez gene/locuslink:854135,0.46164510166358597,2.7472846865124614e-06,11.0,0.0071569019939890476
entrez gene/locuslink:850943,0.4232154204617666,3.1132420812288925e-05,9.0,0.002468221295204511
entrez gene/locuslink:851570,0.4432776216536015,1.8672699766832024e-06,9.0,0.003920423484419369
entrez gene/locuslink:850463,0.379679483119022,6.89052998417981e-07,5.0,0.0013187481017450976
entrez gene/locuslink:854027,0.45023661083151806,1.3596566990826196e-06,7.0,0.004151528801018834
entrez gene/locuslink:853019,0.4494938132733408,1.9903218910712158e-05,17.0,0.003619632872212277
entrez gene/locuslink:855142,0.46573426573426574,1.4358175163566674e-05,15.0,0.006408229775908691
entrez gene/locuslink:850892,0.4638959832830276,3.173573540061829e-06,14.0,0.006285760532401901
entrez gene/locuslink:854753,0.40472653612424037,1.2181885109994598e-06,7.0,0.002112841726611666
entrez gene/locuslink:853975,0.4439342319656347,1.8285465519563905e-06,10.0,0.003939457851498487
entrez gene/locuslink:855650,0.43109896432681244,1.1472952484191931e-05,24.0,0.005074377401147279
entrez gene/locuslink:852523,0.407062818336163,4.809737882770995e-06,16.0,0.004030494494004846
entrez gene/locuslink:856279,0.4663502684198242,0.0001413417290147361,52.0,0.00811428589035352
entrez gene/locuslink:854573,0.318880672447731,1.9967860445569e-06,2.0,7.031593349683752e-05
entrez gene/locuslink:856338,0.4537128150783438,4.0321818921460396e-06,6.0,0.003905489601021797
entrez gene/locuslink:853980,0.40942622950819674,1.077318601796842e-06,11.0,0.0035544172509444083
entrez gene/locuslink:856829,0.464723212901225,6.977071132699575e-07,6.0,0.006085416525662626
entrez gene/locuslink:851729,0.4714858805946669,1.0874414261617703e-05,12.0,0.005667153685933047
entrez gene/locuslink:2827704,0.33814735416901726,1.8095811012767517e-06,9.0,0.000640296591571459
entrez gene/locuslink:854767,0.4195128779395297,5.499772883197282e-08,5.0,0.0022377799829361744
entrez gene/locuslink:856176,0.4690507864465138,3.958803091021196e-06,11.0,0.006196000737970394
entrez gene/locuslink:853241,0.4554365169819922,7.562886159034181e-06,16.0,0.006361057844232525
entrez gene/locuslink:855832,0.43618105079318875,9.91714674964564e-07,7.0,0.003828064556554965
entrez gene/locuslink:856066,0.3258317025440313,0.0,1.0,0.00017885051003135475
entrez gene/locuslink:851192,0.45811678385814736,1.2648417077519935e-06,10.0,0.005423520734079198
entrez gene/locuslink:851535,0.4583970633221169,9.693537891939592e-06,11.0,0.005420494774257425
entrez gene/locuslink:854484,0.45790679908326964,4.595984446885729e-06,10.0,0.004552191983355656
entrez gene/locuslink:852209,0.4139216904909882,1.2873952630378713e-06,8.0,0.003360606658877578
entrez gene/locuslink:855504,0.4724148802017655,1.8047608436392826e-05,17.0,0.007372761873406284
entrez gene/locuslink:855481,0.45790679908326964,1.1945080284945907e-05,10.0,0.005394112565445351
entrez gene/locuslink:855324,0.447948583812869,8.459400424745138e-08,4.0,0.0038411794897930773
entrez gene/locuslink:851844,0.46418338108882523,1.941442443291976e-06,13.0,0.006865308885672183
entrez gene/locuslink:852741,0.45920478051022756,3.474129810009824e-07,5.0,0.004449345692367765
entrez gene/locuslink:853572,0.35600166300409813,1.4587437165243888e-05,6.0,0.0006622395151803408
entrez gene/locuslink:854164,0.3649981731823164,3.822060095526408e-07,3.0,0.0008698933628188144
entrez gene/locuslink:851429,0.44861911533567844,8.706323609352139e-06,16.0,0.0052798285559885255
entrez gene/locuslink:854419,0.4643272135719266,1.1982024836655034e-06,10.0,0.006588371072229548
entrez gene/locuslink:851329,0.44888789036171645,1.0402689997739029e-05,21.0,0.006822061491477344
entrez gene/locuslink:856028,0.4696755994358251,1.8150295212932036e-05,28.0,0.007228086443205465
entrez gene/locuslink:852130,0.4343163538873995,8.714553236576684e-06,6.0,0.002750615766434027
entrez gene/locuslink:850464,0.3841322737759549,1.6085424543528627e-06,7.0,0.0015525413358027983
entrez gene/locuslink:852689,0.4322492247782505,2.40927917499863e-07,4.0,0.0026016910846523218
entrez gene/locuslink:853508,0.45159346040834775,7.984102169736322e-06,12.0,0.004328446401475958
entrez gene/locuslink:850736,0.4159611380985427,9.251535140711785e-07,3.0,0.001946197006513128
entrez gene/locuslink:851182,0.35304511721050774,7.070094579459411e-07,4.0,0.0006637699844462875
entrez gene/locuslink:850953,0.43246753246753245,3.3098151577382768e-06,8.0,0.0032812590289607894
entrez gene/locuslink:856541,0.3533364772459326,5.971932953404427e-07,3.0,0.0005827091571738756
entrez gene/locuslink:852891,0.4477478150444461,3.5139744239126473e-06,10.0,0.0038495342494869835
entrez gene/locuslink:854921,0.43097497842968074,9.029493229247115e-07,8.0,0.002937494740588075
entrez gene/locuslink:850621,0.45909926470588236,5.25338287579533e-07,9.0,0.005423366129708002
entrez gene/locuslink:852454,0.46729554845248306,1.5961197351528554e-05,18.0,0.008527780924158982
entrez gene/locuslink:852926,0.43783783783783786,1.1047118844970077e-05,20.0,0.004800354340267862
entrez gene/locuslink:856728,0.4429827802823147,1.1253068019194438e-07,6.0,0.003242818652416772
entrez gene/locuslink:855105,0.36750459840588595,6.837651896813498e-07,8.0,0.001360061411022284
entrez gene/locuslink:856417,0.38011287970067853,4.630182869220143e-06,6.0,0.0013379397072202917
entrez gene/locuslink:853768,0.45990946060001536,2.859855825269108e-05,16.0,0.005949530694622073
entrez gene/locuslink:853651,0.422439918246529,5.597237647455551e-06,9.0,0.002765872517597921
entrez gene/locuslink:850387,0.4767358625626342,3.7740233975519493e-07,8.0,0.006911481843442098
entrez gene/locuslink:852116,0.4713746461151305,6.420990349316021e-06,26.0,0.008942235063713009
entrez gene/locuslink:856558,0.35987031700288186,3.230287039547776e-05,20.0,0.0015042512057295667
entrez gene/locuslink:854209,0.45,7.178271981280449e-07,6.0,0.004379478888526436
entrez gene/locuslink:853579,0.34997372569626906,3.245314199840127e-07,7.0,0.0008881151696203854
entrez gene/locuslink:856386,0.46136083743842365,2.1035852295694525e-05,24.0,0.005612571824886554
entrez gene/locuslink:852620,0.4439342319656347,1.5427977172000094e-06,9.0,0.0050728541576047816
entrez gene/locuslink:851229,0.3651983184061415,7.396479834370723e-07,3.0,0.0008707890753188504
entrez gene/locuslink:853558,0.400802407221665,9.102841015441411e-06,15.0,0.003744925328513228
entrez gene/locuslink:854103,0.47263838511275824,1.947223592929608e-06,12.0,0.0076313417162254035
entrez gene/locuslink:854690,0.47252660622782816,1.2599807340533277e-06,11.0,0.008075482882618074
entrez gene/locuslink:852796,0.46809839906286604,1.4762259347286902e-05,16.0,0.00590289234289144
entrez gene/locuslink:855255,0.4563380281690141,7.268360953082084e-05,51.0,0.0072218059301196545
entrez gene/locuslink:852186,0.40203903682339526,2.9305792839096014e-06,11.0,0.002158689810431286
entrez gene/locuslink:851772,0.4581868215869133,1.5057843564114692e-06,6.0,0.004298343592520668
entrez gene/locuslink:854857,0.44419742107603377,2.1544534308232761e-07,5.0,0.003200908644186572
entrez gene/locuslink:852758,0.4426883308714919,1.6415693891606257e-05,35.0,0.005913434541197999
entrez gene/locuslink:855847,0.3200726224168313,0.0,1.0,6.345495204169359e-05
entrez gene/locuslink:853113,0.4139216904909882,3.258370295727926e-06,7.0,0.0023544756328336557
entrez gene/locuslink:856155,0.549404216315307,0.04577751376103038,1258.0,0.09754940031931363
entrez gene/locuslink:856745,0.4433431952662722,7.427208109350308e-06,10.0,0.0037585117234166195
entrez gene/locuslink:855029,0.47688758055533453,2.1267706189642965e-05,25.0,0.009443429973751034
entrez gene/locuslink:853541,0.33566668533348265,4.263908148851279e-08,2.0,0.00039492386082826017
entrez gene/locuslink:850928,0.47368421052631576,3.822274495448916e-06,14.0,0.007305285046205412
entrez gene/locuslink:851189,0.40861681096189245,1.3581962978584666e-06,6.0,0.0023369138446590956
entrez gene/locuslink:854061,0.36386814787834637,2.0617433963669706e-08,3.0,0.0011474808703079698
entrez gene/locuslink:852136,0.4575223265399588,3.5454064036823893e-07,7.0,0.005226790223725722
entrez gene/locuslink:852363,0.4601212865586858,2.969322534316362e-07,8.0,0.005817955493786598
entrez gene/locuslink:856545,0.46569808095719056,3.9801353543144285e-05,31.0,0.007057602464091375
entrez gene/locuslink:856135,0.4711893719047245,2.5871267683230467e-05,26.0,0.0076300546019697525
entrez gene/locuslink:852181,0.4115627574842076,2.27804425301321e-06,8.0,0.0024928664136954445
entrez gene/locuslink:852824,0.46346555323590816,5.3486313192156924e-05,28.0,0.007549592499842085
entrez gene/locuslink:855986,0.4569990850869167,1.1826552544617486e-05,23.0,0.006076525216585724
entrez gene/locuslink:855980,0.42734920861257664,1.1729381604856107e-08,3.0,0.0021040607826628716
entrez gene/locuslink:851077,0.4557828302030264,2.075989158454148e-06,18.0,0.006603089681650984
entrez gene/locuslink:855220,0.4606163067701529,2.1568971006635962e-06,10.0,0.0045757651433763966
entrez gene/locuslink:854462,0.47226599432713523,4.100649387986144e-06,20.0,0.009938598171184972
entrez gene/locuslink:853150,0.4713746461151305,5.327327390521305e-06,19.0,0.008918983470406063
entrez gene/locuslink:850870,0.4517295952973095,7.490927495838905e-08,5.0,0.0038755659003178134
entrez gene/locuslink:852708,0.3279711096520026,0.0,1.0,0.00017847321812572897
entrez gene/locuslink:856051,0.4191022234652496,1.8007478026342688e-06,6.0,0.002275739436720007
entrez gene/locuslink:854234,0.31789976133651554,0.0,1.0,9.411400725303009e-05
entrez gene/locuslink:856573,0.41992433795712486,7.93729910995946e-07,7.0,0.0031039068393055374
entrez gene/locuslink:854334,0.3995733617758816,1.2105053354596446e-06,5.0,0.002142126147585022
entrez gene/locuslink:855441,0.4551598450907434,8.981606053673454e-06,17.0,0.004511419783995531
entrez gene/locuslink:854163,0.4682446683852824,1.3202560151508113e-06,10.0,0.006782840522689701
entrez gene/locuslink:856460,0.4018234229402695,1.8861625884266645e-06,18.0,0.0057392180106922925
entrez gene/locuslink:851194,0.34786141257036735,0.0,2.0,0.0004786468421833038
entrez gene/locuslink:851354,0.4285101515584787,2.00475078180904e-08,4.0,0.002315105327801748
entrez gene/locuslink:856034,0.4617517910792697,5.011268302374047e-07,8.0,0.00536932464618777
entrez gene/locuslink:852387,0.46711346633416456,2.1093278734411912e-07,8.0,0.006823899592240484
entrez gene/locuslink:854012,0.36888423903009415,3.822060095526408e-07,3.0,0.0009772286351211869
entrez gene/locuslink:852910,0.4367213114754098,8.741336856235543e-07,9.0,0.004061604892216547
entrez gene/locuslink:853273,0.43112997194850033,1.7805824579793202e-05,22.0,0.00432824437742526
entrez gene/locuslink:853507,0.46839102914745645,1.3467001377181726e-05,22.0,0.008128576455638357
entrez gene/locuslink:851687,0.4516615175947555,9.841839452707255e-08,4.0,0.0037850141495924337
entrez gene/locuslink:855698,0.355136864557412,0.0,2.0,0.000641971468888011
entrez gene/locuslink:855722,0.46993335946687576,3.704432799689759e-05,19.0,0.009979299386015092
entrez gene/locuslink:854982,0.4674413163846214,9.940494463262857e-05,47.0,0.01557901869724748
entrez gene/locuslink:855644,0.4456174262136644,5.183308584464429e-08,5.0,0.004256013244384004
entrez gene/locuslink:852038,0.4650837988826816,1.2686048018896929e-06,8.0,0.00606841988426393
entrez gene/locuslink:852821,0.48129115143728923,0.00041176924578118987,100.0,0.013377601503321148
entrez gene/locuslink:851612,0.4241437871497311,4.3681237552771443e-08,4.0,0.0026228813914133207
entrez gene/locuslink:856101,0.4772292993630573,6.001679964751537e-06,14.0,0.006850390884641304
entrez gene/locuslink:853173,0.4566509218345269,1.5587852566779013e-06,10.0,0.006305549000709533
entrez gene/locuslink:850376,0.4666043904717422,1.7293055127375872e-06,9.0,0.005329755796025852
